player,pos,exp,hgt,team,conf,min,mpg,ast_to,usg,ortg,ts,year,ft_pct,two_pct,three_pct,rim_pct,mid_pct,porpag,dporpag,adj_oe,drtg,adj_de,stops,obpm,dbpm,bpm,oreb_rate,dreb_rate,ast,to,blk,stl,ftr,pfr,fg_pct,barthag,adj_o,adj_d,adj_t,wab,nc_elite_sos,nc_fut_sos,nc_cur_sos,ov_elite_sos,ov_fut_sos,ov_cur_sos,previous_team,previous_conference,is_transfer,previous_ortg,previous_drtg,previous_ts,previous_usg,previous_porpag,previous_adj_oe,previous_adj_de,previous_bpm,previous_team_adjo,previous_team_adjd,previous_barthag,change_ortg,change_drtg,change_ts,change_usg,change_porpag,change_adj_oe,change_adj_de,change_bpm,change_team_adjo,change_team_adjd,change_barthag
Marreon Jackson,Scoring PG,Sr,6-1,Arizona St.,P12,70.4,28.6129,1.73611478,24.4,94.8,48.4,2022,0.808,0.476,0.277,0.5303,0.4167,1.9499,3.5215,105.354,95.8462,91.3579,180.389,1.10019,2.61098,3.71117,2.4,12.2,28.6,19.6,0.1,3.6,24.4,2.9,0.361204013377926,0.737814,100.636,91.9769,67.2856,-4.1473181723082,30.0,0.6989,0.6989,30.0,0.7198,0.7198,Toledo,MAC,True,111.1,98.2397,54.94,28.6,4.33342,122.264,97.0032,6.57162,112.908,101.956,0.763756,-16.299999999999997,-2.393500000000003,-6.539999999999999,-4.200000000000003,-2.3835200000000003,-16.909999999999997,-5.645300000000006,-2.86045,-12.272000000000006,-9.979100000000003,-0.02594200000000002
Martel Williams,Wing G,Jr,3-Jun,Cal Baptist,WAC,49.6,22.1621,0.50003817,21.3,103.7,53.01,2025,0.86,0.45,0.371,0.4792,0.4,1.25032,1.73934,106.248,105.025,108.869,101.739,-0.40488,-0.234134,-0.639015,4.5,6.5,6.1,16.5,1.3,2.3,25.8,2.9,0.425339367,,,,,,15.0,0.497,0.497,12.0,0.4506,0.4506,Southern Utah,WAC,True,90.1,107.541,40.69,21.1,0.0860558,91.4118,106.646,-4.76776,108.588,103.376,0.637753,13.600000000000009,-2.515999999999991,12.32,0.1999999999999993,1.1642642,14.836200000000005,2.222999999999999,4.128745,,,
Marty Silvera,Pure PG,Sr,Jun-00,Tarleton St.,WAC,11.7,14.7364,0.86957771,20.2,73.0,45.45,2025,0.75,0.444,0.222,0.4286,0.5,-0.82363,1.4674,72.3136,97.0168,100.662,31.8717,-6.09796,3.11447,-2.98349,1.9,12.5,28.3,38.9,1.0,6.6,29.6,2.9,0.37037037,,,,,,22.0,0.4926,0.4926,16.0,0.4657,0.4657,Saint Peter's,MAAC,True,63.7,93.2741,32.94,19.3,-0.621696,62.6893,94.7557,-6.35038,99.3884,93.1337,0.67863,9.299999999999997,3.7426999999999992,12.510000000000005,0.8999999999999986,-0.20193399999999995,9.624299999999991,5.906300000000002,3.36689,,,
Marvin Johnson,Wing G,Sr,6-5,Oklahoma,B12,14.9,11.7222,0.47824388,23.8,85.2,52.34,2022,0.75,0.489,0.333,0.6452,0.1875,0.322162,1.52972,93.373,93.2481,89.5293,44.8785,-1.36203,2.50547,1.14344,2.6,21.7,10.7,27.7,2.7,2.6,24.6,2.8,0.446153846153846,0.864955,110.584,94.094,65.1641,1.0884158442979,18.0,0.501,0.501,37.0,0.7308,0.7308,Eastern Illinois,OVC,True,92.9,101.61,51.88,32.2,1.86943,103.219,103.634,0.325243,95.5209,108.629,0.185605,-7.700000000000003,-8.361900000000006,0.46000000000000085,-8.400000000000002,-1.5472679999999999,-9.84599999999999,-14.104699999999994,0.8181970000000001,15.063100000000006,-14.53500000000001,0.67935
Masen Miller,Combo G,Sr,2-Jun,North Dakota St.,Sum,82.0,32.5062,1.56671995,13.5,128.8,68.0,2025,0.821,0.542,0.453,0.6,0.25,2.72317,1.80323,113.636,116.769,115.941,127.642,1.1642,-1.13423,0.0299731,3.5,5.1,7.9,13.8,0.0,1.2,19.0,2.8,0.463414634,,,,,,12.0,0.385,0.385,10.0,0.4005,0.4005,Indiana St.,MVC,True,132.9,108.882,64.47,9.6,0.666955,114.644,107.536,1.18947,119.609,102.697,0.852351,-4.099999999999994,7.8870000000000005,3.530000000000001,3.9000000000000004,2.056215,-1.0080000000000098,8.405000000000001,-1.1594969,,,
Mason Faulkner,Pure PG,Sr,6-1,Louisville,ACC,43.8,18.2258,2.49985473,17.2,103.9,50.38,2022,0.75,0.404,0.329,0.4545,0.3158,1.11618,1.62161,103.189,107.298,101.55,84.1501,-0.736622,-0.324412,-1.06103,1.8,7.3,26.3,19.5,0.2,1.5,36.1,3.4,0.360655737704918,0.630988,103.036,98.3398,67.2603,-6.7912764266591,17.0,0.5601,0.5601,27.0,0.6913,0.6913,Western Carolina,SC,True,105.1,107.353,57.25,27.7,3.21069,112.903,107.277,1.27779,100.031,107.09,0.313438,-1.1999999999999886,-0.05499999999999261,-6.869999999999997,-10.5,-2.09451,-9.714000000000013,-5.727000000000004,-2.33882,3.0049999999999955,-8.750200000000007,0.31755
Mason Forbes,PF/C,Sr,6-9,Saint Mary's,WCC,39.2,16.3636,0.72208986,14.5,115.2,62.12,2024,0.32,0.694,0.333,0.7111,0.5714,1.07448,2.11726,107.707,94.9083,92.8798,90.2002,0.694267,3.22149,3.91575,8.3,9.9,4.6,15.1,5.2,1.6,49.5,3.8,0.683168316831683,0.912424,115.349,94.0827,62.4567,1.4228845676293,19.0,0.577,0.577,20.0,0.5566,0.5566,Harvard,Ivy,True,105.5,102.989,59.18,18.1,1.34286,100.092,103.399,-0.302288,97.0238,100.667,0.39557,9.700000000000003,-8.080700000000007,2.9399999999999977,-3.6000000000000014,-0.26837999999999984,7.614999999999995,-10.519199999999998,4.218038,18.32520000000001,-6.584299999999999,0.516854
Mason Gillis,Stretch 4,Sr,6-Jun,Duke,ACC,35.0,14.7432,2.0,13.7,124.5,57.61,2025,0.826,0.708,0.34,0.7368,0.6,1.50496,2.10748,119.196,96.1962,90.5845,97.502,2.46802,3.13683,5.60485,5.9,13.8,8.7,12.1,0.0,2.0,19.0,3.7,0.41322314,,,,,,33.0,0.6469,0.6469,33.0,0.7031,0.7031,Purdue,B10,True,134.8,104.336,68.22,13.4,2.98907,129.689,96.6836,7.38072,126.02,94.4613,0.964935,-10.300000000000011,-8.139799999999994,-10.61,0.29999999999999893,-1.4841099999999998,-10.492999999999995,-6.099099999999993,-1.7758700000000003,,,
Mason Jones,Wing G,So,6-4,New Orleans,Slnd,36.6,15.0968,1.07141279,18.9,90.1,44.03,2024,0.604,0.5,0.132,0.6042,0.3333,-0.118304,0.789877,86.4057,111.779,116.082,77.0992,-3.2835,-1.84359,-5.12709,5.9,11.7,12.1,16.5,1.2,2.9,40.7,3.4,0.38135593220339,0.140278,97.941,114.665,71.3396,-18.160599209327,18.0,0.4261,0.4261,11.0,0.339,0.339,Rice,CUSA,True,89.3,103.965,46.13,18.9,0.0423198,89.2752,101.353,-2.22164,106.732,110.201,0.409062,0.7999999999999972,7.813999999999993,-2.1000000000000014,0.0,-0.1606238,-2.869500000000002,14.729,-2.90545,-8.790999999999997,4.464000000000013,-0.26878399999999997
Mason Jones,Wing F,Fr,6-7,Ball St.,MAC,71.6,28.6774,1.38709998,11.0,96.4,46.21,2024,0.667,0.47,0.237,0.5345,0.32,-0.673296,1.79375,81.7992,108.586,112.521,132.952,-4.08986,-0.394953,-4.48482,5.6,10.5,8.6,19.9,1.4,1.2,24.8,4.2,0.396694214876033,0.30689,102.271,109.779,66.7312,-12.529250852541,10.0,0.323,0.323,8.0,0.3257,0.3257,New Orleans,Slnd,True,90.1,111.779,44.03,18.9,-0.118304,86.4057,116.082,-5.12709,97.941,114.665,0.140278,6.300000000000011,-3.192999999999998,2.1799999999999997,-7.899999999999999,-0.554992,-4.606499999999997,-3.560999999999993,0.6422699999999999,4.329999999999998,-4.88600000000001,0.16661199999999998
Mason Madsen,Wing G,Jr,6-4,Boston College,ACC,52.6,21.1818,1.16664379,16.0,94.9,47.2,2023,0.75,0.45,0.303,0.48,0.4286,0.27799,1.92262,91.0412,106.509,102.875,114.792,-1.08665,0.136599,-0.950053,1.4,13.7,7.7,12.9,1.2,1.5,12.5,2.2,0.348958333333333,0.522254,102.472,101.681,66.4798,-6.6265714787581,11.0,0.4374,0.4374,22.0,0.6111,0.6111,Cincinnati,Amer,True,98.5,97.7939,51.37,17.8,0.565627,99.4097,95.8145,1.51682,104.428,96.8697,0.703505,-3.5999999999999943,8.715100000000007,-4.169999999999995,-1.8000000000000007,-0.287637,-8.368499999999997,7.060500000000005,-2.466873,-1.956000000000003,4.811300000000003,-0.18125100000000005
Mason Madsen,Combo G,Sr,4-Jun,Utah,B12,32.3,14.2533,1.60858214,22.4,108.8,53.41,2025,0.696,0.414,0.382,0.5,0.25,1.32205,1.63142,116.621,103.956,98.6564,80.434,3.51362,1.1167,4.63032,3.3,14.2,17.5,13.8,1.1,2.4,12.7,2.9,0.392265193,,,,,,12.0,0.3705,0.3705,34.0,0.6875,0.6875,Boston College,ACC,True,107.2,106.376,54.74,18.4,1.61306,109.202,102.479,2.43019,112.91,102.129,0.760253,1.5999999999999943,-2.4200000000000017,-1.3300000000000054,4.0,-0.29101,7.418999999999997,-3.8225999999999942,2.20013,,,
Massal Diouf,C,Jr,9-Jun,Western Illinois,OVC,21.3,12.2,0.53329419,18.3,93.9,48.9,2025,0.333,0.519,0.0,0.5556,0.2857,0.0122463,0.665385,90.0599,110.763,116.524,40.1971,-5.35682,-1.52583,-6.88265,10.4,15.2,6.0,19.6,3.5,1.3,46.2,6.8,0.519230769,,,,,,9.0,0.3144,0.3144,6.0,0.2853,0.2853,UTSA,Amer,True,113.1,110.728,60.75,12.6,0.478047,101.155,111.332,-3.53187,106.428,112.459,0.34664,-19.19999999999999,0.0350000000000108,-11.850000000000001,5.700000000000001,-0.4658007,-11.095100000000002,5.192000000000007,-3.35078,,,
Matar Diop,C,So,10-Jun,Loyola Marymount,WCC,10.3,8.7,0.49992916,15.2,93.3,52.19,2025,0.588,0.462,0.0,0.6,0.0,-0.044222,0.755262,88.1837,105.625,104.53,22.6772,-5.04909,-0.0833504,-5.13244,11.8,16.2,8.0,30.1,3.3,0.9,130.8,4.4,0.461538462,,,,,,13.0,0.461,0.461,20.0,0.5385,0.5385,Nebraska,B10,True,86.1,95.2704,49.16,17.7,-0.0340818,85.8931,91.7185,-0.0868889,115.984,96.8568,0.8882,7.200000000000003,10.354600000000005,3.030000000000001,-2.5,-0.010140199999999995,2.2905999999999977,12.811499999999995,-5.0455511,,,
Mathok Majok,C,So,3-Jul,Oral Roberts,Sum,12.2,7.9737,0.33333335,9.9,80.8,36.91,2025,0.75,0.333,0.0,0.5,0.0,-0.578026,0.571368,68.8094,113.144,111.051,26.5061,-5.12374,1.43061,-3.69313,8.2,21.2,4.2,27.9,8.1,1.8,30.8,6.3,0.307692308,,,,,,21.0,0.4304,0.4304,15.0,0.4466,0.4466,Massachusetts,A10,True,98.3,97.0107,86.33,9.3,-0.0745828,82.8449,97.1887,-4.04137,111.171,102.389,0.72038,-17.5,16.133300000000006,-49.42,0.5999999999999996,-0.5034432,-14.035499999999999,13.862300000000005,0.34823999999999966,,,
Matija Belic,Stretch 4,So,7-Jun,Wyoming,MWC,41.8,23.6773,0.82601624,15.9,94.1,46.35,2025,0.455,0.534,0.227,0.5306,0.5417,0.129754,2.01651,91.3674,109.64,107.096,79.8461,-2.79664,-0.00258599,-2.79922,6.8,9.1,7.4,17.0,2.3,1.3,28.2,4.4,0.418803419,,,,,,17.0,0.4009,0.4009,22.0,0.5681,0.5681,UC Santa Barbara,BW,True,98.8,107.514,48.3,14.1,0.0629937,89.845,110.348,-4.07723,104.239,110.813,0.331082,-4.700000000000003,2.1260000000000048,-1.9499999999999957,1.8000000000000007,0.06676030000000001,1.5224000000000046,-3.2519999999999953,1.27801,,,
Matija Svetozarevic,C,So,6-8,Hawaii,BW,0.6,1.5714,0.0,20.3,21.1,0.0,2023,0.0,0.0,0.0,0.0,,-0.310209,0.11366,20.1825,99.1334,104.664,1.1728,-19.8095,-8.10025,-27.9098,15.3,14.6,0.0,38.1,0.0,0.0,0.0,5.0,0.0,0.570504,100.548,98.0962,64.4633,-5.7480167509509,8.0,0.3855,0.3855,10.0,0.4317,0.4317,Portland,WCC,True,94.3,104.01,47.43,15.4,0.051576,86.9837,104.316,-2.42618,103.347,102.838,0.514191,-73.19999999999999,-4.8766000000000105,-47.43,4.9,-0.361785,-66.8012,0.347999999999999,-25.483620000000002,-2.7989999999999924,-4.741799999999998,0.05631300000000006
Matt Allocco,Wing G,Sr,4-Jun,Notre Dame,ACC,64.2,33.4769,3.50012999,13.5,127.3,60.94,2025,0.739,0.457,0.465,0.7143,0.3208,3.24342,2.94966,118.371,110.284,105.777,132.397,1.97779,0.999363,2.97715,1.1,14.7,15.1,10.4,0.5,1.0,25.6,2.2,0.461111111,,,,,,24.0,0.5077,0.5077,27.0,0.6384,0.6384,Princeton,Ivy,True,126.4,107.599,64.64,18.3,4.31161,123.45,107.867,2.33476,114.711,105.712,0.719003,0.8999999999999915,2.6850000000000023,-3.700000000000003,-4.800000000000001,-1.06819,-5.079000000000008,-2.0900000000000034,0.6423899999999998,,,
Matt Bradley,Wing G,Sr,6-4,San Diego St.,MWC,78.0,31.5625,0.98825392,29.7,104.1,54.87,2022,0.779,0.456,0.401,0.5644,0.3956,3.85421,4.44719,121.001,89.0087,86.3165,190.505,4.72444,2.66089,7.38533,3.4,16.9,20.6,17.4,0.8,2.0,34.1,2.9,0.437647058823529,0.867546,102.351,86.9192,65.3021,2.6175163331067,21.0,0.576,0.576,24.0,0.651,0.651,California,P12,True,103.7,107.818,58.5,31.2,4.25029,125.259,100.451,5.80168,104.183,99.679,0.624398,0.3999999999999915,-18.809299999999993,-3.6300000000000026,-1.5,-0.39607999999999954,-4.257999999999996,-14.134499999999989,1.5836499999999996,-1.8320000000000078,-12.759799999999998,0.24314800000000003
Matt Cross,Stretch 4,So,6-7,Louisville,ACC,41.6,19.1786,0.39394199,18.7,93.9,49.66,2022,0.694,0.534,0.284,0.6,0.3077,0.637133,2.03831,95.0572,101.723,96.496,102.659,-0.767844,1.01121,0.243367,7.2,15.7,4.7,19.5,2.9,1.9,24.7,4.2,0.383561643835616,0.630988,103.036,98.3398,67.2603,-6.7912764266591,17.0,0.5601,0.5601,27.0,0.6913,0.6913,Miami FL,ACC,True,105.5,105.981,59.29,14.5,1.26939,99.0975,102.495,1.93352,102.376,99.5377,0.580137,-11.599999999999994,-4.257999999999996,-9.630000000000003,4.199999999999999,-0.6322570000000001,-4.040300000000002,-5.999000000000009,-1.690153,0.6599999999999966,-1.1979000000000042,0.05085099999999998
Matt Cross,Wing F,Jr,6-7,Massachusetts,A10,54.2,26.88,0.81481478,24.7,101.5,50.98,2023,0.796,0.422,0.351,0.4252,0.4151,1.95926,2.91868,108.236,97.9567,97.9389,146.463,2.60757,1.34027,3.94784,9.1,16.8,13.8,18.4,2.4,3.1,36.6,2.9,0.401574803149606,0.405277,99.288,102.655,70.5432,-9.2928332959992,15.0,0.5121,0.5121,14.0,0.5188,0.5188,Louisville,ACC,True,93.9,101.723,49.66,18.7,0.637133,95.0572,96.496,0.243367,103.036,98.3398,0.630988,7.599999999999994,-3.766300000000001,1.3200000000000003,6.0,1.322127,13.17880000000001,1.4429000000000087,3.7044729999999997,-3.7480000000000047,4.315200000000004,-0.225711
Matt Cross,Stretch 4,Sr,7-Jun,SMU,ACC,71.5,29.4412,1.03641197,19.1,118.5,59.48,2025,0.703,0.573,0.382,0.6162,0.5,3.14734,3.53939,120.587,100.444,97.1339,206.804,4.23287,1.44405,5.67693,9.5,19.2,10.1,16.6,2.2,2.4,31.1,2.6,0.484641638,,,,,,12.0,0.4415,0.4415,22.0,0.6204,0.6204,Massachusetts,A10,True,119.7,97.9003,63.49,23.9,3.9325,126.342,97.3878,8.16498,111.171,102.389,0.72038,-1.2000000000000028,2.543700000000001,-4.010000000000005,-4.799999999999997,-0.7851600000000003,-5.7549999999999955,-0.25390000000000157,-2.4880500000000003,,,
Matt Faw,PF/C,Sr,6-9,NJIT,AE,46.0,21.64,0.70833336,21.2,96.3,48.2,2022,0.708,0.39,0.333,0.4444,0.3636,0.623246,1.8139,93.7848,100.622,102.988,109.843,-1.80094,-0.0253675,-1.82631,6.1,20.7,7.5,12.5,7.2,1.4,28.9,5.3,0.36144578313253,0.108717,89.4438,107.4,66.2077,-13.295225520307,14.0,0.3502,0.3502,11.0,0.3484,0.3484,Holy Cross,Pat,True,104.8,103.552,53.28,22.4,1.82048,105.641,103.647,0.799401,99.9784,108.232,0.286545,-8.5,-2.930000000000007,-5.079999999999998,-1.1999999999999993,-1.1972340000000001,-11.856200000000001,-0.659000000000006,-2.625711,-10.534599999999998,-0.8319999999999936,-0.17782799999999999
Matt Gray,PF/C,So,8-Jun,Loyola MD,Pat,1.5,2.9,0.33333335,26.1,6.9,0.0,2025,0.0,0.0,0.0,0.0,0.0,-0.65413,0.073625,5.05557,118.724,122.243,1.57048,-19.8131,-13.9447,-33.7578,0.0,0.0,9.1,12.9,0.0,0.0,25.0,0.0,0.0,,,,,,11.0,0.3298,0.3298,7.0,0.2824,0.2824,UC San Diego,BW,True,85.7,105.376,46.33,22.7,0.054101,87.6373,109.005,-4.55286,101.107,109.561,0.284258,-78.8,13.347999999999999,-46.33,3.400000000000002,-0.7082309999999999,-82.58173,13.238,-29.204940000000004,,,
Matt Halvorsen,Wing G,Sr,6-1,Florida Gulf Coast,ASun,38.2,17.1333,0.81477777,18.5,100.6,51.18,2022,0.84,0.368,0.333,0.7,0.0,0.63562,0.934054,96.2751,108.93,111.414,74.2501,-1.23799,-2.5257,-3.76369,2.7,9.1,7.9,16.0,0.0,1.3,15.3,3.5,0.337423312883436,0.456205,104.739,106.351,70.0886,-6.6804855720235,9.0,0.3365,0.3365,9.0,0.3658,0.3658,Western Carolina,SC,True,111.8,112.449,58.49,14.1,1.88333,100.658,112.23,-1.29517,100.031,107.09,0.313438,-11.200000000000003,-3.5189999999999912,-7.310000000000002,4.4,-1.24771,-4.3829000000000065,-0.8160000000000025,-2.46852,4.707999999999998,-0.7390000000000043,0.14276700000000003
Matt Herasme,Wing G,Sr,6-4,New Hampshire,AE,82.3,32.9,1.54281301,18.6,99.4,48.03,2023,0.685,0.442,0.317,0.5313,0.3735,0.867512,2.57842,94.8246,103.853,106.659,152.796,-2.38156,-0.285794,-2.66735,4.6,12.9,11.8,12.0,1.2,1.4,20.0,4.0,0.385185185185185,0.259731,96.5558,105.763,63.9856,-10.645829878905,10.0,0.3291,0.3291,9.0,0.3553,0.3553,Marist,MAAC,True,94.2,102.521,46.92,10.0,-0.683911,78.6761,105.128,-2.59453,99.1724,103.756,0.372935,5.200000000000003,1.3319999999999936,1.1099999999999994,8.600000000000001,1.551423,16.1485,1.531000000000006,-0.0728200000000001,-2.616599999999991,2.007000000000005,-0.11320400000000003
Matt Knowling,PF/C,Sr,6-Jun,USC,B10,34.5,18.0333,2.53831783,9.6,117.0,57.69,2025,0.588,0.581,0.0,0.7188,0.4333,0.952986,1.79995,105.15,108.623,102.749,81.8903,-0.341651,2.61624,2.27459,4.0,13.7,11.2,16.1,3.0,1.3,27.0,3.9,0.571428571,,,,,,13.0,0.4722,0.4722,34.0,0.7224,0.7224,Yale,Ivy,True,116.9,105.55,56.7,20.3,2.90309,117.748,103.687,3.44417,109.908,101.126,0.722652,0.09999999999999432,3.0730000000000075,0.9899999999999949,-10.700000000000001,-1.950104,-12.597999999999999,-0.9380000000000024,-1.1695800000000003,,,
Matt Mayers,C,Sr,6-8,Jacksonville St.,CUSA,26.2,11.8621,0.63643555,16.7,115.8,56.44,2024,0.704,0.543,0.25,0.6538,0.2222,0.886361,1.03165,110.456,103.102,105.111,51.1627,1.56407,-0.872422,0.691651,11.8,18.9,4.2,13.0,4.2,0.4,36.5,2.4,0.527027027027027,0.397455,101.397,105.132,64.6864,-13.045539764572,11.0,0.3413,0.3413,11.0,0.4065,0.4065,Robert Morris,Horz,True,120.8,98.5355,63.02,16.6,1.11379,111.921,99.9378,2.48557,97.7496,103.514,0.340977,-5.0,4.566500000000005,-6.580000000000005,0.09999999999999787,-0.2274290000000001,-1.4650000000000034,5.1732000000000085,-1.793919,3.6474000000000046,1.6180000000000092,0.05647800000000003
Matt Zona,Stretch 4,Sr,9-Jun,Fordham,A10,41.6,16.7364,1.22723862,16.7,114.2,55.34,2025,0.667,0.621,0.292,0.6667,0.4,1.2188,1.30147,110.892,108.834,109.234,99.7158,0.221979,0.00672996,0.228709,8.9,13.7,8.9,13.3,3.0,2.5,48.5,5.6,0.438461538,,,,,,14.0,0.3973,0.3973,16.0,0.5118,0.5118,Notre Dame,ACC,True,113.9,103.292,51.28,12.7,0.692999,106.446,98.4171,2.27602,102.626,98.4528,0.617126,0.29999999999999716,5.542000000000002,4.060000000000002,4.0,0.5258010000000001,4.445999999999998,10.81689999999999,-2.047311,,,
Matteo Picarelli,Combo G,Sr,6-2,Temple,Amer,55.9,22.7778,1.33333339,13.5,113.4,54.76,2024,0.764,0.31,0.366,0.5,0.1765,1.13505,1.52805,103.212,113.159,110.873,97.1774,-0.909206,-1.08573,-1.99493,0.8,5.5,4.0,6.6,0.0,1.0,28.5,2.4,0.357512953367876,0.448622,102.396,104.249,66.8847,-11.784397316111,13.0,0.4311,0.4311,17.0,0.5401,0.5401,UMBC,AE,True,124.4,111.539,62.19,18.7,2.43982,118.449,115.775,1.00677,103.935,110.899,0.321744,-11.0,1.6200000000000045,-7.43,-5.199999999999999,-1.3047700000000002,-15.236999999999995,-4.902000000000001,-3.0017,-1.5390000000000015,-6.650000000000006,0.12687800000000005
Matthew Cleveland,Wing G,Jr,6-7,Miami FL,ACC,74.9,33.1724,0.8727196,20.5,109.2,56.62,2024,0.795,0.537,0.357,0.7,0.3604,2.87949,3.37996,113.7,104.973,101.087,181.045,1.84783,0.875579,2.72341,5.9,14.2,9.4,15.9,1.4,2.3,23.2,1.5,0.488888888888889,0.736239,110.668,101.218,68.8006,-5.0556123187434,18.0,0.4732,0.4732,29.0,0.675,0.675,Florida St.,ACC,True,96.9,108.968,50.85,23.5,1.95111,103.932,104.153,-0.423159,103.97,106.555,0.42987,12.299999999999997,-3.9950000000000045,5.769999999999996,-3.0,0.9283800000000002,9.768,-3.0660000000000025,3.146569,6.6980000000000075,-5.337000000000003,0.306369
Matthew Lang,Stretch 4,Sr,6-3,Arizona,P12,1.0,1.75,,11.5,199.2,110.0,2023,0.0,1.0,0.75,1.0,,0.563136,0.163511,179.966,102.879,102.304,2.28969,17.9551,1.24944,19.2045,17.3,14.5,0.0,0.0,0.0,0.0,0.0,2.9,0.8,0.929196,119.351,95.4127,72.1678,7.5708727126676,24.0,0.5895,0.5895,29.0,0.6875,0.6875,Gonzaga,WCC,True,121.2,90.4059,60.71,14.2,0.26371,109.774,91.8487,1.55285,120.307,89.8858,0.966181,77.99999999999999,12.473100000000002,49.29,-2.6999999999999993,0.29942599999999997,70.19200000000001,10.455300000000008,17.65165,-0.9560000000000031,5.526899999999998,-0.036984999999999935
Matthew Lee,Scoring PG,Sr,6-0,Missouri St.,MVC,59.4,27.4483,1.27907603,23.3,88.5,47.49,2024,0.804,0.355,0.29,0.4103,0.3235,0.383709,2.2535,92.6746,108.045,106.509,115.019,-3.06739,-2.04227,-5.10966,1.5,8.4,25.3,27.2,0.1,0.8,45.3,2.1,0.322429906542056,0.557468,104.064,101.996,67.8901,-8.0118767867276,13.0,0.4236,0.4236,18.0,0.5455,0.5455,Saint Peter's,MAAC,True,92.1,99.3931,46.02,20.3,0.620571,92.996,98.7283,-1.67229,99.3884,93.1337,0.67863,-3.5999999999999943,8.651899999999998,1.4699999999999989,3.0,-0.23686199999999996,-0.321399999999997,7.780699999999996,-3.4373699999999996,4.675599999999989,8.86229999999999,-0.12116199999999999
Matthew Marsh,C,Jr,1-Jul,Oregon St.,WCC,17.6,8.3143,0.13328355,12.1,90.0,55.14,2025,0.611,0.52,0.0,0.5556,0.4286,-0.250511,0.753966,81.1432,107.04,105.787,36.8724,-5.35149,0.260682,-5.09081,7.8,12.8,1.5,31.5,1.6,1.6,72.0,6.7,0.52,,,,,,12.0,0.3948,0.3948,20.0,0.5145,0.5145,Wake Forest,ACC,True,123.8,101.315,69.41,8.6,0.723249,108.866,97.4979,2.81343,116.995,99.7394,0.862366,-33.8,5.7250000000000085,-14.269999999999996,3.5,-0.97376,-27.722800000000007,8.289100000000005,-7.90424,,,
Matthew Mayer,PF/C,Sr,6-9,Illinois,B10,65.5,26.5152,0.80436182,22.6,109.2,54.59,2023,0.741,0.532,0.33,0.6901,0.3208,2.74244,3.56561,117.376,93.9598,90.0366,181.629,3.58763,2.58203,6.16966,4.2,18.2,8.4,13.3,4.7,1.7,33.0,3.6,0.406727828746177,0.821572,108.906,95.3642,69.775,0.88495574952584,20.0,0.4282,0.4282,31.0,0.6741,0.6741,Baylor,B12,True,108.2,88.3392,50.7,21.1,2.49583,117.2,84.184,7.28925,117.777,91.3267,0.94907,1.0,5.620599999999996,3.8900000000000006,1.5,0.24661,0.17600000000000193,5.85260000000001,-1.1195899999999996,-8.870999999999995,4.037499999999994,-0.127498
Matthew-Alexander Moncrieffe,C,Jr,6-8,Georgia,SEC,44.7,20.5,0.66663843,16.6,99.1,53.03,2023,0.5,0.532,0.0,0.6023,0.2609,0.739435,2.01941,97.6717,104.596,100.705,102.089,-1.67955,0.317549,-1.362,9.1,18.9,8.3,20.3,1.7,0.8,64.9,4.3,0.531531531531532,0.520124,103.343,102.622,67.5629,-5.5101259509118,11.0,0.4,0.4,24.0,0.6018,0.6018,Oklahoma St.,B12,True,90.4,92.25,51.7,18.5,0.463191,94.6218,86.9219,0.227056,102.874,88.0095,0.857505,8.699999999999989,12.346000000000004,1.3299999999999983,-1.8999999999999986,0.27624399999999993,3.049900000000008,13.783100000000005,-1.589056,0.4690000000000083,14.612499999999997,-0.33738099999999993
Matthew-Alexander Moncrieffe,C,Sr,8-Jun,Seattle,WAC,67.7,28.5103,0.36666237,28.8,102.8,59.52,2025,0.656,0.576,0.0,0.6119,0.3226,2.55075,3.40912,115.133,96.176,97.893,174.254,1.61613,0.831469,2.4476,10.8,30.0,10.4,22.2,2.3,2.1,82.2,3.8,0.558139535,,,,,,20.0,0.5042,0.5042,14.0,0.4535,0.4535,Georgia,SEC,True,68.7,103.136,32.54,14.9,-0.702664,65.0986,98.4162,-3.63264,109.669,98.686,0.770927,34.099999999999994,-6.959999999999994,26.980000000000004,13.9,3.253414,50.03439999999999,-0.5232000000000028,6.08024,,,
Matthue Cotton,Wing G,Sr,6-5,Hawaii,BW,28.6,17.4783,1.54526442,13.6,100.1,45.54,2024,0.867,0.5,0.25,0.5714,0.2857,0.105593,1.45235,90.3139,104.673,106.68,56.2792,-2.17269,-0.130913,-2.3036,3.4,9.7,7.7,9.4,0.5,1.1,17.9,2.6,0.333333333333333,0.473632,104.23,105.191,66.0324,-9.4387903929231,10.0,0.3489,0.3489,9.0,0.3893,0.3893,Yale,Ivy,True,92.8,101.125,44.39,18.2,0.283112,89.0124,100.482,-1.26828,99.3969,97.8524,0.544903,7.299999999999997,3.548000000000002,1.1499999999999986,-4.6,-0.17751899999999998,1.3015000000000043,6.1980000000000075,-1.0353199999999998,4.833100000000002,7.3386,-0.07127100000000003
