player,pos,exp,hgt,team,conf,min,mpg,ast_to,usg,ortg,ts,year,ft_pct,two_pct,three_pct,rim_pct,mid_pct,porpag,dporpag,adj_oe,drtg,adj_de,stops,obpm,dbpm,bpm,oreb_rate,dreb_rate,ast,to,blk,stl,ftr,pfr,fg_pct,barthag,adj_o,adj_d,adj_t,wab,nc_elite_sos,nc_fut_sos,nc_cur_sos,ov_elite_sos,ov_fut_sos,ov_cur_sos,previous_team,previous_conference,is_transfer,previous_ortg,previous_drtg,previous_ts,previous_usg,previous_porpag,previous_adj_oe,previous_adj_de,previous_bpm,previous_team_adjo,previous_team_adjd,previous_barthag,change_ortg,change_drtg,change_ts,change_usg,change_porpag,change_adj_oe,change_adj_de,change_bpm,change_team_adjo,change_team_adjd,change_barthag
A'lahn Sumler,Combo G,So,6-4,Charleston Southern,BSth,73.6,29.5862,1.0217501,26.6,100.7,50.42,2024,0.718,0.454,0.339,0.5342,0.4018,1.99142,2.19164,107.345,110.63,109.921,128.521,1.53323,-0.301066,1.23216,2.2,10.1,14.5,12.1,1.0,1.9,20.1,2.6,0.39943342776204,0.177812,93.7285,107.078,66.8678,-14.16467992741,22.0,0.4368,0.4368,15.0,0.4335,0.4335,Northern Kentucky,Horz,True,84.8,106.689,43.09,18.0,-0.249941,79.75,107.356,-7.72948,102.593,101.353,0.534881,15.900000000000006,3.9410000000000025,7.329999999999998,8.600000000000001,2.241361,27.595,2.565000000000012,8.96164,-8.864500000000007,5.7250000000000085,-0.3570690000000001
A.J. Hoggard,Scoring PG,Sr,4-Jun,Vanderbilt,SEC,62.8,26.0219,2.08446,25.4,95.5,44.41,2025,0.734,0.39,0.271,0.4561,0.3077,1.56581,2.7384,107.188,107.928,101.334,139.16,-0.0376057,0.263306,0.225701,1.2,10.8,31.6,19.2,1.1,2.6,31.2,3.4,0.352159468,,,,,,10.0,0.3842,0.3842,36.0,0.6945,0.6945,Michigan St.,B10,True,106.9,99.9671,49.83,24.0,2.85511,117.391,92.5469,5.67272,113.329,93.484,0.901479,-11.400000000000006,7.960899999999995,-5.420000000000002,1.3999999999999986,-1.2893,-10.203000000000003,8.78710000000001,-5.447019,,,
A.J. Lopez,Wing G,Sr,5-Jun,Maine,AE,78.8,30.8147,0.76473331,22.4,108.6,59.99,2025,0.883,0.526,0.391,0.5748,0.4524,1.89669,2.33394,107.117,106.587,110.445,138.177,0.113398,-1.67345,-1.56005,0.6,8.0,7.9,13.6,0.5,1.5,32.3,2.1,0.473837209,,,,,,12.0,0.3282,0.3282,8.0,0.3019,0.3019,New Hampshire,AE,True,92.9,107.891,44.03,20.6,0.0928046,91.1206,110.397,-0.783243,96.5558,105.763,0.259731,15.699999999999989,-1.304000000000002,15.96,1.7999999999999972,1.8038854,15.996400000000008,0.04799999999998761,-0.7768069999999999,,,
A.J. McGinnis,Wing G,So,6-3,Cincinnati,Amer,2.7,4.875,0.33333333,29.1,82.1,45.0,2022,0.0,0.6,0.267,0.5,0.6667,0.0783905,0.448082,89.9161,99.099,101.572,5.96466,-2.9952,-1.37776,-4.37296,0.0,12.6,6.9,17.3,0.0,1.7,0.0,3.4,0.35,0.703505,104.428,96.8697,67.6512,-4.6240491700468,14.0,0.3904,0.3904,23.0,0.5701,0.5701,UNC Greensboro,SC,True,104.1,100.394,51.95,18.5,0.807497,100.692,100.301,-0.382574,101.912,97.5289,0.623765,-22.0,-1.2950000000000017,-6.950000000000003,10.600000000000001,-0.7291065,-10.775899999999993,1.2710000000000008,-3.990386,2.515999999999991,-0.6591999999999985,0.07974000000000003
A.J. Oliver II,Wing F,Sr,6-5,Detroit,Horz,56.0,25.7931,0.8076065,16.0,125.1,60.02,2023,0.88,0.57,0.366,0.6957,0.425,2.46549,1.31374,115.031,112.444,114.417,115.102,1.77272,-2.21933,-0.446616,8.5,13.2,5.4,13.3,0.2,1.6,26.7,3.3,0.459893048128342,0.396352,109.155,113.222,67.0415,-12.971945210134,22.0,0.5449,0.5449,12.0,0.4177,0.4177,Old Dominion,CUSA,True,82.9,105.254,40.28,11.8,-0.79212,72.5728,105.058,-4.68197,99.6037,101.878,0.435465,42.19999999999999,7.189999999999998,19.740000000000002,4.199999999999999,3.25761,42.458200000000005,9.358999999999995,4.235354,9.551299999999998,11.343999999999994,-0.03911300000000001
A.J. Staton-McCray,Wing G,Sr,4-Jun,Miami FL,ACC,54.1,21.8323,1.15380948,17.8,105.7,51.96,2025,0.829,0.485,0.323,0.6,0.2647,1.28659,1.36142,106.899,117.4,113.664,113.773,0.486597,-0.520436,-0.0338389,3.7,10.1,7.9,12.7,3.0,2.9,20.7,3.4,0.404040404,,,,,,20.0,0.4785,0.4785,27.0,0.6361,0.6361,Samford,SC,True,105.6,95.8936,54.99,25.2,1.75835,111.755,97.5537,2.08227,112.515,103.137,0.731222,0.10000000000000853,21.5064,-3.030000000000001,-7.399999999999999,-0.4717600000000002,-4.8559999999999945,16.110299999999995,-2.1161089,,,
A.J. Wills,Scoring PG,So,2-Jun,Wyoming,MWC,43.3,18.4833,1.44118947,16.5,97.8,52.59,2025,0.706,0.377,0.418,0.5,0.2727,0.316262,1.38287,94.7022,113.244,110.253,68.2122,-2.51093,-1.04257,-3.55349,0.9,5.2,16.6,23.4,0.4,0.8,29.3,3.3,0.396551724,,,,,,17.0,0.4009,0.4009,22.0,0.5681,0.5681,Holy Cross,Pat,True,101.9,119.235,48.9,19.1,0.501878,97.8353,126.29,-5.07707,99.5347,121.094,0.0949477,-4.1000000000000085,-5.991,3.690000000000005,-2.6000000000000014,-0.18561600000000006,-3.133099999999999,-16.037000000000006,1.52358,,,
AD Diedhiou,C,Jr,6-11,Louisiana Monroe,SB,41.4,17.0,1.21047008,12.6,85.1,36.05,2024,0.324,0.365,0.0,0.413,0.2857,-0.73616,1.11858,76.2277,109.779,111.813,80.294,-4.00017,-0.565664,-4.56583,10.4,13.0,8.0,17.9,3.3,1.6,45.9,5.1,0.364864864864865,0.241371,100.023,110.496,67.1434,-13.472508558862,18.0,0.4048,0.4048,14.0,0.4308,0.4308,UAB,CUSA,True,127.2,108.13,50.0,9.9,0.145558,106.372,113.618,-7.51817,111.821,99.115,0.800125,-42.10000000000001,1.649000000000001,-13.950000000000003,2.6999999999999993,-0.881718,-30.1443,-1.8049999999999926,2.9523399999999995,-11.798000000000002,11.381,-0.558754
AJ Braun,PF/C,Sr,9-Jun,Cal Baptist,WAC,44.1,19.6759,0.3845925,23.7,105.0,55.08,2025,0.61,0.529,0.429,0.5548,0.4063,1.42888,1.70882,110.978,103.573,106.427,96.7891,-0.591093,-0.751756,-1.34285,10.2,16.2,5.8,17.1,1.6,1.1,39.7,4.3,0.525773196,,,,,,15.0,0.497,0.497,12.0,0.4506,0.4506,Wright St.,Horz,True,120.2,112.723,68.21,20.0,2.61438,118.144,114.643,0.0625374,115.807,113.683,0.553011,-15.200000000000003,-9.150000000000006,-13.129999999999995,3.6999999999999993,-1.1855000000000002,-7.166000000000011,-8.215999999999994,-1.4053874000000002,,,
AJ Ferguson,Wing G,Sr,6-Jun,Murray St.,MVC,86.9,35.3394,0.77962977,17.5,104.9,56.14,2025,0.691,0.519,0.356,0.5935,0.2927,1.44375,3.26047,101.749,105.309,104.748,188.652,-0.718526,0.760554,0.0420279,4.4,16.0,7.3,17.7,1.5,1.7,46.6,3.5,0.454545455,,,,,,14.0,0.4709,0.4709,15.0,0.5196,0.5196,Southern Illinois,MVC,True,107.0,104.134,57.76,18.3,1.57653,105.969,103.377,-0.223859,108.814,103.58,0.638052,-2.0999999999999943,1.1749999999999972,-1.6199999999999974,-0.8000000000000007,-0.1327799999999999,-4.219999999999999,1.3710000000000093,0.2658869,,,
AJ George,Wing G,So,6-Jun,SMU,ACC,10.3,6.5591,0.62513755,14.3,113.5,65.57,2025,0.667,0.684,0.333,0.7692,0.5,0.390165,0.640288,106.922,105.801,103.647,23.859,-0.149876,-0.0759292,-0.225805,4.8,12.0,5.7,22.3,1.6,1.6,72.0,3.0,0.6,,,,,,12.0,0.4415,0.4415,22.0,0.6204,0.6204,Long Beach St.,BW,True,110.9,108.463,58.05,17.5,1.80624,107.013,109.941,0.062764,105.121,107.665,0.431685,2.5999999999999943,-2.661999999999992,7.519999999999996,-3.1999999999999993,-1.4160750000000002,-0.09100000000000819,-6.293999999999997,-0.288569,,,
AJ Lawson,Wing G,Sr,6-5,Texas Southern,SWAC,48.5,21.4828,0.70175528,20.1,82.9,44.52,2022,0.5,0.462,0.254,0.4938,0.3889,-0.317778,1.91373,81.1166,97.0854,101.615,109.756,-3.89682,-0.404703,-4.30153,4.9,12.3,12.5,25.9,1.5,1.3,27.3,3.5,0.392045454545455,0.435602,96.2796,98.4728,68.0559,-6.7717425096377,32.0,0.6845,0.6845,14.0,0.3709,0.3709,South Carolina,SEC,True,106.1,106.441,52.09,23.2,3.49534,117.404,100.516,4.72653,103.176,100.121,0.585571,-23.19999999999999,-9.355599999999995,-7.57,-3.099999999999998,-3.8131180000000002,-36.28739999999999,1.0989999999999895,-9.02806,-6.8964,-1.6481999999999886,-0.14996899999999996
AJ McGinnis,Combo G,Sr,3-Jun,Wichita St.,Amer,34.9,14.2676,0.6665911,12.1,104.3,52.77,2025,0.875,0.571,0.333,0.5,0.6154,0.204692,0.979288,94.009,112.467,111.543,56.7606,-1.83879,-0.478285,-2.31707,0.7,3.2,3.8,14.4,0.7,1.0,7.4,2.3,0.37962963,,,,,,16.0,0.4895,0.4895,16.0,0.5225,0.5225,Lipscomb,ASun,True,110.2,115.23,59.57,19.5,1.83045,105.759,116.778,-2.97577,109.248,113.779,0.38525,-5.900000000000006,-2.7630000000000052,-6.799999999999997,-7.4,-1.6257579999999998,-11.75,-5.234999999999999,0.6586999999999996,,,
AJ McKee,Combo G,Sr,2-Jun,Milwaukee,Horz,74.8,29.8188,1.10413337,18.7,105.7,50.61,2025,0.732,0.485,0.301,0.4729,0.5238,1.1959,2.48593,101.295,106.918,107.841,144.705,-1.60477,0.0835128,-1.52126,3.6,7.4,8.4,15.9,1.1,2.2,27.9,3.2,0.408163265,,,,,,13.0,0.4506,0.4506,9.0,0.3957,0.3957,Queens,ASun,True,108.9,111.933,55.09,27.4,2.96877,115.046,111.928,2.34208,103.847,111.324,0.310109,-3.200000000000003,-5.015000000000001,-4.480000000000004,-8.7,-1.7728700000000002,-13.751000000000005,-4.087000000000003,-3.86334,,,
AJ Smith,Wing F,Fr,6-6,Southern Indiana,OVC,5.8,6.2353,0.46148817,15.2,69.3,39.43,2023,0.5,0.286,0.333,0.5,0.0,-0.448895,0.417579,61.3575,100.924,105.162,16.3087,-6.85158,0.0956066,-6.75597,6.0,18.0,7.3,37.2,4.9,3.2,15.4,6.3,0.307692307692308,0.233686,101.058,112.053,69.1579,-12.634274413416,10.0,0.346,0.346,7.0,0.3015,0.3015,The Citadel,SC,True,83.0,109.476,45.08,24.7,-0.105984,85.4154,110.415,-8.73245,96.3791,111.737,0.154411,-13.700000000000003,-8.551999999999992,-5.649999999999999,-9.5,-0.34291099999999997,-24.057900000000004,-5.253,1.9764800000000005,4.678900000000013,0.3160000000000025,0.07927500000000001
AJ Smith,Wing G,So,6-4,The Citadel,SC,76.0,32.1034,0.74508131,26.3,106.5,54.27,2024,0.792,0.491,0.357,0.5231,0.4604,2.71438,2.10874,112.552,110.935,111.951,135.398,1.46191,-2.11711,-0.655201,3.3,13.2,9.8,12.2,0.1,1.2,28.9,2.3,0.455040871934605,0.275672,101.245,110.117,65.4437,-15.723841178094,12.0,0.3487,0.3487,12.0,0.4235,0.4235,Southern Indiana,OVC,True,69.3,100.924,39.43,15.2,-0.448895,61.3575,105.162,-6.75597,101.058,112.053,0.233686,37.2,10.010999999999996,14.840000000000003,11.100000000000001,3.1632749999999996,51.194500000000005,6.788999999999987,6.100769,0.1869999999999976,-1.9359999999999928,0.04198599999999997
AJ Smith,Stretch 4,So,6-6,Southern Indiana,OVC,75.4,30.129,0.61764302,25.7,98.6,51.18,2024,0.786,0.465,0.267,0.5276,0.26,1.52808,2.53113,103.184,102.712,106.38,187.2,0.534075,-0.973704,-0.439629,8.0,24.5,10.2,16.8,2.4,2.0,45.6,4.0,0.39937106918239,0.158938,96.6535,111.722,69.1625,-19.161379854665,21.0,0.4466,0.4466,12.0,0.3409,0.3409,The Citadel,SC,True,106.5,110.935,54.27,26.3,2.71438,112.552,111.951,-0.655201,101.245,110.117,0.275672,-7.900000000000006,-8.222999999999999,-3.0900000000000034,-0.6000000000000014,-1.1862999999999997,-9.36800000000001,-5.570999999999998,0.21557200000000004,-4.591500000000011,1.6049999999999898,-0.11673399999999998
AJ Smith,Wing G,So,4-Jun,Charleston,CAA,57.1,25.5233,0.76475782,22.9,103.0,51.81,2025,0.759,0.495,0.257,0.6308,0.2353,1.30545,2.03968,104.724,107.791,108.428,115.751,-1.94889,-1.31414,-3.26303,5.0,8.3,6.4,11.1,0.1,1.5,39.7,3.3,0.430147059,,,,,,,,,,,,Southern Indiana,OVC,True,98.6,102.712,51.18,25.7,1.52808,103.184,106.38,-0.439629,96.6535,111.722,0.158938,4.400000000000006,5.0789999999999935,0.6300000000000026,-2.8000000000000007,-0.2226300000000001,1.5400000000000063,2.048000000000002,-2.823401,,,
AJ Smith,Wing F,Jr,6-Jun,James Madison,SB,60.5,24.1,0.73684211,18.1,113.2,53.95,2025,0.805,0.468,0.292,0.4902,0.1429,1.67764,2.01953,109.759,106.171,107.728,134.389,0.162865,-0.503212,-0.340346,13.2,17.2,6.7,16.7,2.1,2.3,55.4,4.4,0.414012739,,,,,,13.0,0.4758,0.4758,10.0,0.428,0.428,Charleston,CAA,True,103.0,107.791,51.81,22.9,1.30545,104.724,108.428,-3.26303,,,,10.200000000000003,-1.6199999999999903,2.1400000000000006,-4.799999999999997,0.37219,5.034999999999997,-0.7000000000000028,2.9226840000000003,,,
AJ Storr,Wing G,So,6-7,Wisconsin,B10,71.1,28.75,0.56142234,29.7,106.4,52.96,2024,0.812,0.483,0.32,0.5701,0.3459,3.74643,2.91079,126.521,107.916,101.095,156.682,4.72237,-0.939853,3.78251,4.7,12.6,6.9,11.3,0.5,1.3,30.9,1.6,0.433734939759036,0.889231,118.824,99.139,65.247,2.9004453070127,27.0,0.6055,0.6055,36.0,0.7607,0.7607,St. John's,BE,True,104.8,106.242,53.78,18.5,1.41218,106.763,102.749,0.491337,107.851,97.7124,0.756826,1.6000000000000085,1.6739999999999924,-0.8200000000000003,11.2,2.33425,19.757999999999996,-1.6539999999999964,3.2911729999999997,10.972999999999999,1.4265999999999934,0.132405
AJ Storr,Wing G,Jr,7-Jun,Kansas,B12,38.9,15.7147,0.79997737,21.8,92.7,46.98,2025,0.681,0.445,0.291,0.5507,0.3,0.648265,1.88687,101.798,104.784,96.7951,80.7173,-2.58507,0.40606,-2.17901,2.8,8.6,7.8,14.9,1.0,1.1,23.7,4.0,0.383838384,,,,,,32.0,0.649,0.649,42.0,0.7858,0.7858,Wisconsin,B10,True,106.4,107.916,52.96,29.7,3.74643,126.521,101.095,3.78251,118.824,99.139,0.889231,-13.700000000000003,-3.131999999999991,-5.980000000000004,-7.899999999999999,-3.0981650000000003,-24.723,-4.299899999999994,-5.96152,,,
AJ Wilson,PF/C,Sr,6-7,South Carolina,SEC,24.5,13.5455,0.91659032,13.0,108.5,52.32,2022,0.632,0.511,0.3,0.5313,0.4286,0.842447,1.72667,102.783,96.5786,91.7647,61.9175,-0.0879662,3.20197,3.114,11.9,11.9,6.8,17.4,7.0,2.3,34.5,5.3,0.472727272727273,0.66789,100.143,94.2401,70.5786,-1.0512709575102,13.0,0.4813,0.4813,28.0,0.6706,0.6706,George Mason,A10,True,90.2,96.6954,42.59,22.5,0.592762,93.0852,95.9177,-1.63064,101.367,98.7209,0.575466,18.299999999999997,-0.116800000000012,9.729999999999997,-9.5,0.24968499999999993,9.6978,-4.152999999999992,4.74464,-1.2240000000000038,-4.480800000000002,0.09242399999999995
Aanen Moody,Combo G,Sr,6-3,Montana,BSky,77.3,34.4815,1.19047308,22.8,115.4,60.43,2023,0.845,0.504,0.407,0.5417,0.4839,3.62175,2.35795,117.64,109.571,109.432,135.406,3.33772,-1.42811,1.90961,1.6,11.4,11.6,12.4,0.1,1.5,31.0,2.8,0.450479233226837,0.507743,107.771,107.481,63.5157,-7.8839312389941,20.0,0.5043,0.5043,13.0,0.45,0.45,Southern Utah,BSky,True,124.0,105.785,60.96,13.7,1.6435,110.306,107.986,1.1689,104.97,105.938,0.473643,-8.599999999999994,3.7860000000000014,-0.5300000000000011,9.100000000000001,1.97825,7.334000000000003,1.445999999999998,0.74071,2.801000000000002,1.5429999999999922,0.034100000000000075
Aaron Bradshaw,Stretch 4,So,1-Jul,Ohio St.,B10,28.4,16.8864,0.62513755,16.5,118.2,56.54,2025,0.742,0.594,0.273,0.7045,0.4,1.69317,2.01183,119.496,104.117,96.4697,68.7585,0.851753,2.86138,3.71313,7.4,12.1,2.5,7.6,4.9,2.2,30.4,6.2,0.490196078,,,,,,26.0,0.5551,0.5551,38.0,0.7492,0.7492,Kentucky,SEC,True,124.2,106.958,59.96,15.6,1.57197,121.701,99.5453,1.78499,122.728,102.658,0.886297,-6.0,-2.840999999999994,-3.4200000000000017,0.9000000000000004,0.12119999999999997,-2.2049999999999983,-3.0755999999999943,1.92814,,,
Aaron Cash,Wing F,Sr,6-6,UT Arlington,WAC,55.7,22.1562,0.36165578,17.9,96.7,54.05,2023,0.667,0.47,0.388,0.6522,0.2432,0.698253,1.93613,96.2608,104.799,104.191,114.705,-0.381607,-0.311625,-0.693232,7.4,15.2,4.5,22.8,2.4,1.7,13.3,3.8,0.425414364640884,0.368267,99.407,104.183,65.7498,-13.405152257688,15.0,0.4633,0.4633,16.0,0.5309,0.5309,Texas A&M,SEC,True,119.6,94.9756,52.34,10.5,0.944738,108.835,91.0452,2.31886,109.201,93.2723,0.859743,-22.89999999999999,9.823400000000007,1.7099999999999937,7.399999999999999,-0.24648499999999995,-12.57419999999999,13.145800000000008,-3.012092,-9.793999999999997,10.910700000000006,-0.491476
Aaron Clarke,Combo G,Sr,6-1,Stony Brook,CAA,71.8,33.0323,2.26825948,22.2,109.2,52.75,2024,0.775,0.471,0.351,0.4444,0.4884,2.62245,2.35985,111.862,109.953,109.622,149.525,1.86285,-1.05379,0.809057,1.2,10.4,18.5,10.4,0.2,1.3,22.1,1.8,0.414364640883978,0.508405,106.384,106.073,67.4797,-7.9787326741229,22.0,0.4702,0.4702,15.0,0.4603,0.4603,Sacred Heart,NEC,True,110.4,116.142,55.48,25.3,3.08789,112.568,122.808,-2.50647,100.328,116.06,0.157736,-1.2000000000000028,-6.188999999999993,-2.729999999999997,-3.1000000000000014,-0.46543999999999963,-0.7060000000000031,-13.186000000000007,3.3155270000000003,6.055999999999997,-9.987000000000009,0.350669
Aaron Cook,Pure PG,Sr,6-2,Georgia,SEC,77.9,32.1613,1.71134558,23.7,90.1,46.41,2022,0.705,0.436,0.282,0.5741,0.2766,1.56097,2.02989,99.3851,112.907,109.209,170.216,-0.479176,-1.75603,-2.23521,0.9,8.8,34.9,23.5,0.8,2.4,25.0,2.4,0.381410256410256,0.451284,106.952,108.786,68.7619,-13.718389024292,13.0,0.511,0.511,28.0,0.6887,0.6887,Gonzaga,WCC,True,106.0,92.6287,59.55,17.5,0.965874,106.011,88.9867,5.50061,125.925,90.932,0.976891,-15.900000000000006,20.2783,-13.14,6.199999999999999,0.595096,-6.6259000000000015,20.222300000000004,-7.73582,-18.973,17.854,-0.5256069999999999
Aaron Estrada,Combo G,Jr,6-3,Hofstra,CAA,88.3,35.1562,1.9047619,27.8,110.8,57.36,2022,0.935,0.566,0.333,0.5968,0.5427,4.35544,2.90947,120.916,104.979,103.671,204.712,4.95096,0.0362183,4.98717,1.7,17.3,27.3,15.5,0.5,2.3,16.7,1.4,0.478354978354978,0.639187,109.086,103.794,68.9347,-3.4344301104276,23.0,0.5008,0.5008,16.0,0.4866,0.4866,Oregon,P12,True,94.2,102.151,50.18,15.1,0.236365,90.7294,95.4434,-1.78443,115.909,97.4571,0.880163,16.599999999999994,2.828000000000003,7.18,12.700000000000001,4.119075,30.1866,8.22760000000001,6.771599999999999,-6.8230000000000075,6.3369,-0.24097600000000008
Aaron Estrada,Combo G,Sr,6-3,Alabama,SEC,77.0,31.027,2.01189268,22.7,114.0,52.9,2024,0.847,0.527,0.313,0.6167,0.3608,3.81918,3.27145,124.289,108.896,99.9854,216.282,4.00383,1.15583,5.15966,5.8,12.6,24.9,17.4,0.5,2.8,13.5,2.6,0.448512585812357,0.915401,126.065,102.485,72.3467,3.3065077636094,30.0,0.6764,0.6764,38.0,0.7719,0.7719,Hofstra,CAA,True,107.5,97.6283,57.26,29.3,4.08654,119.249,99.2881,4.7042,109.931,100.422,0.738934,6.5,11.267700000000005,-4.359999999999999,-6.600000000000001,-0.2673600000000005,5.040000000000006,0.6972999999999985,0.45545999999999953,16.134,2.0630000000000024,0.17646700000000004
Aaron Gray,Stretch 4,Jr,6-7,Indiana St.,MVC,5.0,5.0667,0.11116666,21.7,69.6,40.82,2024,0.778,0.3,0.222,0.3333,0.0,-0.293629,0.576173,71.8753,97.4563,97.8047,17.7341,-7.6107,-0.273432,-7.88413,6.9,21.5,2.0,30.6,3.9,2.2,47.4,5.8,0.263157894736842,0.852351,119.609,102.697,70.7258,1.8620282142411,16.0,0.3871,0.3871,19.0,0.5548,0.5548,Niagara,MAAC,True,107.4,105.92,53.23,20.8,2.19677,106.692,108.674,-0.45404,100.323,107.667,0.307376,-37.80000000000001,-8.463700000000003,-12.409999999999997,0.8999999999999986,-2.490399,-34.8167,-10.86930000000001,-7.43009,19.286,-4.969999999999999,0.544975
Aaron Scott,Wing F,Sr,7-Jun,St. John's,BE,67.0,27.1639,1.52167789,14.7,115.8,50.51,2025,0.81,0.547,0.293,0.6667,0.4364,2.03206,3.95814,111.637,93.7315,89.2037,190.518,1.07471,4.10967,5.18438,7.2,9.7,5.9,9.1,2.5,3.0,15.0,4.1,0.389285714,,,,,,17.0,0.5271,0.5271,28.0,0.6854,0.6854,North Texas,Amer,True,109.7,98.7643,52.41,20.8,2.52526,112.574,95.7001,4.56897,110.578,98.7657,0.785702,6.099999999999994,-5.032800000000009,-1.8999999999999986,-6.100000000000001,-0.49319999999999986,-0.9369999999999976,-6.496400000000008,0.6154099999999998,,,
Aaron Wheeler,Stretch 4,Jr,6-9,St. John's,BE,52.9,22.0323,1.21625463,19.7,110.1,57.88,2022,0.648,0.56,0.385,0.6322,0.4255,2.17633,2.39346,114.094,99.1284,95.8387,140.771,3.34253,1.57272,4.91524,4.2,18.3,11.4,14.8,4.7,1.3,22.2,4.2,0.481481481481481,0.817822,110.198,96.7083,73.5696,-3.3014956396835,14.0,0.4105,0.4105,27.0,0.6442,0.6442,Purdue,B10,True,97.0,95.47,48.68,14.1,0.553354,94.0545,88.987,3.48203,112.343,94.3026,0.88216,13.099999999999994,3.6584000000000003,9.200000000000003,5.6,1.622976,20.03949999999999,6.851700000000008,1.4332099999999999,-2.1450000000000102,2.405699999999996,-0.064338
Abayomi Iyiola,C,Sr,6-10,Kansas St.,B12,24.0,11.3226,0.4,16.4,105.4,61.25,2023,0.769,0.567,0.0,0.68,0.2353,0.757411,1.46856,106.897,96.0362,91.0989,72.4355,-1.26641,2.61534,1.34893,10.2,18.6,5.2,24.7,3.5,1.6,57.4,6.0,0.558823529411765,0.880324,112.62,94.6798,69.8011,4.2362753605537,10.0,0.4584,0.4584,32.0,0.7165,0.7165,Hofstra,CAA,True,134.0,101.316,65.3,16.7,2.84942,126.913,100.434,2.40709,109.086,103.794,0.639187,-28.599999999999994,-5.279800000000009,-4.049999999999997,-0.3000000000000007,-2.092009,-20.01599999999999,-9.335099999999997,-1.0581600000000002,3.534000000000006,-9.114199999999997,0.24113700000000005
Abdou Samb,C,So,6-8,IUPUI,Horz,47.2,19.8,0.17497938,16.1,104.2,63.26,2024,0.667,0.621,0.0,0.7432,0.4048,0.4321,0.756193,94.7231,118.589,119.82,86.3042,-3.28134,-2.07151,-5.35285,7.3,13.3,2.3,24.5,3.9,1.5,36.2,4.7,0.620689655172414,,,,,,,,,,,,Rhode Island,A10,True,97.2,106.454,50.32,13.0,0.0458895,87.9912,106.703,-5.01096,97.0628,102.744,0.342057,7.0,12.135000000000005,12.939999999999998,3.1000000000000014,0.3862105,6.731899999999996,13.11699999999999,-0.34189000000000025,,,
Abdou Samb,C,Jr,8-Jun,Towson,CAA,18.6,8.0438,0.90895867,13.0,110.0,53.83,2025,0.875,0.5,0.0,0.56,0.3846,0.21251,0.623593,97.762,107.109,108.354,36.3753,-3.4689,0.603355,-2.86555,12.2,7.7,6.1,22.1,4.0,1.3,21.1,6.3,0.5,,,,,,17.0,0.5144,0.5144,12.0,0.4278,0.4278,IUPUI,Horz,True,104.2,118.589,63.26,16.1,0.4321,94.7231,119.82,-5.35285,,,,5.799999999999997,-11.480000000000004,-9.43,-3.1000000000000014,-0.21958999999999998,3.038899999999998,-11.465999999999994,2.4873000000000003,,,
Abdou Tsimbila,C,So,6-9,Fordham,A10,27.5,11.5161,0.05270027,17.4,92.6,44.04,2022,0.65,0.414,0.0,0.459,0.3333,0.122036,1.36436,88.4764,94.2967,92.9801,72.9423,-4.66454,0.603319,-4.06122,16.3,17.6,0.6,17.9,7.0,0.8,23.0,6.8,0.413793103448276,0.47042,93.1332,94.0975,67.7574,-8.3998723541998,11.0,0.3714,0.3714,16.0,0.5007,0.5007,Penn St.,B10,True,94.3,95.116,41.62,17.8,0.207755,98.5834,86.9172,-0.0294744,111.135,96.1793,0.840517,-1.7000000000000028,-0.8192999999999984,2.4200000000000017,-0.40000000000000213,-0.08571899999999999,-10.107,6.062899999999999,-4.0317456,-18.001800000000003,-2.081800000000001,-0.37009699999999995
Abdoul Karim Coulibaly,PF/C,So,6-9,St. Bonaventure,A10,23.8,9.5758,0.5,21.7,102.6,51.71,2022,0.609,0.505,0.333,0.6667,0.2619,0.759621,0.979807,108.345,99.8737,97.7987,59.1844,-1.01621,1.04491,0.0286979,9.5,11.6,4.6,12.4,4.8,2.1,21.3,6.6,0.5,0.723292,107.338,98.7337,65.4651,-0.50813352416352,20.0,0.5534,0.5534,23.0,0.6202,0.6202,Pittsburgh,ACC,True,112.1,101.995,54.93,12.2,1.37865,102.95,96.9938,1.34631,107.783,100.31,0.695586,-9.5,-2.121300000000005,-3.219999999999999,9.5,-0.6190289999999999,5.394999999999996,0.8049000000000035,-1.3176120999999998,-0.4450000000000074,-1.5763000000000034,0.02770600000000001
Abdoul Karim Coulibaly,C,Jr,6-9,UMass Lowell,AE,59.5,24.4688,0.40354816,22.7,112.0,58.98,2023,0.64,0.586,0.0,0.645,0.3529,2.13628,2.61976,112.279,93.1304,98.5133,168.977,1.90743,0.0441501,1.95158,14.6,20.9,6.1,18.3,4.0,2.1,33.7,3.5,0.576470588235294,0.628044,107.757,102.959,68.552,-4.1852963039744,7.0,0.239,0.239,7.0,0.2852,0.2852,St. Bonaventure,A10,True,102.6,99.8737,51.71,21.7,0.759621,108.345,97.7987,0.0286979,107.338,98.7337,0.723292,9.400000000000006,-6.743300000000005,7.269999999999996,1.0,1.376659,3.9339999999999975,0.7146000000000043,1.9228821,0.41900000000001114,4.225300000000004,-0.095248
